site_id,lon,lat
2126,-123.11109,49.34130
2127,-123.09044,49.34130
2128,-123.08453,49.34130
2129,-123.07568,49.34130
2130,-123.06683,49.34130
2131,-123.06388,49.34130
2132,-123.04912,49.34130
2133,-123.04617,49.34130
2134,-123.03437,49.34130
2135,-123.02847,49.34130
2136,-123.01961,49.34130
2137,-121.77433,49.34130
2138,-124.54819,49.33835
2139,-124.47442,49.33835
2140,-124.41245,49.33835
2141,-124.39474,49.33835
2142,-124.38589,49.33835
2143,-124.36228,49.33835
2144,-124.34753,49.33835
2145,-124.14686,49.33835
2146,-123.37667,49.33835
2147,-123.21732,49.33835
2148,-123.19372,49.33835
2149,-123.18486,49.33835
2150,-123.16716,49.33835
2151,-123.11109,49.33835
2152,-123.08748,49.33835
2153,-123.07863,49.33835
2154,-123.06683,49.33835
2155,-123.05798,49.33835
2156,-123.05502,49.33835
2157,-123.04617,49.33835
2158,-123.04027,49.33835
2159,-123.03437,49.33835
2160,-123.02847,49.33835
2161,-123.02552,49.33835
2162,-123.00781,49.33835
2163,-122.85731,49.33835
2164,-122.77174,49.33835
2165,-124.98197,49.33540
2166,-124.88754,49.33540
2167,-124.66622,49.33540
2168,-124.45376,49.33540
2169,-124.43310,49.33540
2170,-124.41835,49.33540
2171,-124.37999,49.33540
2172,-124.35343,49.33540
2173,-124.33572,49.33540
2174,-123.18486,49.33540
2175,-123.17601,49.33540
2176,-123.17306,49.33540
2177,-123.16716,49.33540
2178,-123.16126,49.33540
2179,-123.15536,49.33540
2180,-123.14945,49.33540
2181,-123.14060,49.33540
2182,-123.12585,49.33540
2183,-123.11699,49.33540
2184,-123.11404,49.33540
2185,-123.10519,49.33540
2186,-123.09634,49.33540
2187,-123.09044,49.33540
2188,-123.08158,49.33540
2189,-123.07568,49.33540
2190,-123.07273,49.33540
2191,-123.06978,49.33540
2192,-123.06388,49.33540
2193,-123.04322,49.33540
2194,-123.04027,49.33540
2195,-122.88977,49.33540
2196,-121.69465,49.33540
2197,-124.90525,49.33245
2198,-124.40064,49.33245
2199,-124.37703,49.33245
2200,-124.36523,49.33245
2201,-124.34162,49.33245
2202,-123.26454,49.33245
2203,-123.18191,49.33245
2204,-123.17601,49.33245
2205,-123.17011,49.33245
2206,-123.16126,49.33245
2207,-123.15536,49.33245
2208,-123.15240,49.33245
2209,-123.14650,49.33245
2210,-123.14060,49.33245
2211,-123.13175,49.33245
2212,-123.10224,49.33245
2213,-123.08748,49.33245
2214,-123.07568,49.33245
2215,-123.06978,49.33245
2216,-123.06093,49.33245
2217,-123.05502,49.33245
2218,-123.05207,49.33245
2219,-123.04617,49.33245
2220,-123.03142,49.33245
2221,-122.93699,49.33245
2222,-122.71567,49.33245
2223,-122.64190,49.33245
2224,-125.00853,49.32949
2225,-124.98197,49.32949
2226,-124.86394,49.32949
2227,-124.66032,49.32949
2228,-124.56589,49.32949
2229,-124.30031,49.32949
2230,-123.17011,49.32949
2231,-123.16421,49.32949
2232,-123.16126,49.32949
2233,-123.15831,49.32949
2234,-123.15536,49.32949
2235,-123.15240,49.32949
2236,-123.14945,49.32949
2237,-123.14060,49.32949
2238,-123.13175,49.32949
2239,-123.12290,49.32949
2240,-123.11404,49.32949
2241,-123.11109,49.32949
2242,-123.10814,49.32949
2243,-123.09634,49.32949
2244,-123.09044,49.32949
2245,-123.08158,49.32949
2246,-123.07568,49.32949
2247,-123.06683,49.32949
2248,-123.06388,49.32949
2249,-123.05798,49.32949
2250,-123.04912,49.32949
2251,-123.04322,49.32949
2252,-123.03732,49.32949
2253,-122.99601,49.32949
2254,-122.94879,49.32949
2255,-122.91633,49.32949
2256,-122.89567,49.32949
2257,-122.76879,49.32949
2258,-121.75072,49.32949
2259,-124.88164,49.32654
2260,-124.86984,49.32654
2261,-124.68098,49.32654
2262,-124.44196,49.32654
2263,-124.33277,49.32654
2264,-124.27965,49.32654
2265,-123.16421,49.32654
2266,-123.15240,49.32654
2267,-123.14355,49.32654
2268,-123.12585,49.32654
2269,-123.11994,49.32654
2270,-123.09929,49.32654
2271,-123.08748,49.32654
2272,-123.07863,49.32654
2273,-123.07568,49.32654
2274,-123.07273,49.32654
2275,-123.06978,49.32654
2276,-123.06683,49.32654
2277,-123.04617,49.32654
2278,-123.04322,49.32654
2279,-123.03732,49.32654
2280,-123.01371,49.32654
2281,-122.99896,49.32654
2282,-122.96650,49.32654
2283,-122.96060,49.32654
2284,-122.95469,49.32654
2285,-122.94584,49.32654
2286,-122.78059,49.32654
2287,-122.67141,49.32654
2288,-121.69465,49.32654
2289,-124.99378,49.32359
2290,-124.99083,49.32359
2291,-124.86394,49.32359
2292,-124.49507,49.32359
2293,-124.34162,49.32359
2294,-124.30621,49.32359
2295,-123.14060,49.32359
2296,-123.13470,49.32359
2297,-123.12290,49.32359
2298,-123.11699,49.32359
2299,-123.11109,49.32359
2300,-123.10519,49.32359
2301,-123.09634,49.32359
2302,-123.08748,49.32359
2303,-123.08158,49.32359
2304,-123.07568,49.32359
2305,-123.07273,49.32359
2306,-123.06978,49.32359
2307,-123.06683,49.32359
2308,-123.05798,49.32359
2309,-123.05207,49.32359
2310,-123.04912,49.32359
2311,-123.03732,49.32359
2312,-123.03142,49.32359
2313,-123.00191,49.32359
2314,-122.97240,49.32359
2315,-122.95174,49.32359
2316,-122.88977,49.32359
2317,-122.67141,49.32359
2318,-121.69465,49.32359
2319,-124.92886,49.32064
2320,-124.56884,49.32064
2321,-124.48032,49.32064
2322,-124.34457,49.32064
2323,-124.33572,49.32064
2324,-124.32687,49.32064
2325,-124.31802,49.32064
2326,-124.27965,49.32064
2327,-123.12585,49.32064
2328,-123.11404,49.32064
2329,-123.08158,49.32064
2330,-123.07863,49.32064
2331,-123.07568,49.32064
2332,-123.07273,49.32064
2333,-123.06978,49.32064
2334,-123.06683,49.32064
2335,-123.06388,49.32064
2336,-123.02256,49.32064
2337,-123.01076,49.32064
2338,-123.00486,49.32064
2339,-122.99896,49.32064
2340,-122.99306,49.32064
2341,-122.97535,49.32064
2342,-122.96060,49.32064
2343,-122.94879,49.32064
2344,-122.94289,49.32064
2345,-122.91928,49.32064
2346,-122.90453,49.32064
2347,-122.79239,49.32064
2348,-122.77469,49.32064
2349,-122.69206,49.32064
2350,-121.87761,49.32064
2351,-121.80679,49.32064
2352,-124.55999,49.31769
2353,-124.40654,49.31769
2354,-124.33867,49.31769
2355,-124.32982,49.31769
2356,-124.32392,49.31769
2357,-124.30916,49.31769
2358,-124.30326,49.31769
2359,-123.13765,49.31769
2360,-123.09634,49.31769
2361,-123.08748,49.31769
2362,-123.08453,49.31769
2363,-123.07863,49.31769
2364,-123.07568,49.31769
2365,-123.07273,49.31769
2366,-123.06978,49.31769
2367,-123.06683,49.31769
2368,-123.05798,49.31769
2369,-123.05207,49.31769
2370,-123.04322,49.31769
2371,-123.02552,49.31769
2372,-123.02256,49.31769
2373,-123.00191,49.31769
2374,-122.98125,49.31769
2375,-122.97240,49.31769
2376,-122.96650,49.31769
2377,-122.96355,49.31769
2378,-122.78059,49.31769
2379,-122.77764,49.31769
2380,-122.69206,49.31769
2381,-121.91302,49.31769
2382,-121.88941,49.31769
2383,-121.88056,49.31769
2384,-121.69465,49.31769
2385,-124.92000,49.31474
2386,-124.87869,49.31474
2387,-124.85213,49.31474
2388,-124.55114,49.31474
2389,-124.40949,49.31474
2390,-124.36523,49.31474
2391,-124.32982,49.31474
2392,-124.32097,49.31474
2393,-124.31211,49.31474
2394,-124.29441,49.31474
2395,-123.11404,49.31474
2396,-123.08158,49.31474
2397,-123.07863,49.31474
2398,-123.07568,49.31474
2399,-123.07273,49.31474
2400,-123.06978,49.31474
2401,-123.06683,49.31474
2402,-123.06093,49.31474
2403,-123.05207,49.31474
2404,-123.04617,49.31474
2405,-123.00486,49.31474
2406,-122.99010,49.31474
2407,-122.97535,49.31474
2408,-122.92518,49.31474
2409,-122.88977,49.31474
2410,-122.87797,49.31474
2411,-122.87502,49.31474
2412,-122.85436,49.31474
2413,-122.79239,49.31474
2414,-122.78649,49.31474
2415,-122.76879,49.31474
2416,-122.75108,49.31474
2417,-122.69796,49.31474
2418,-122.33205,49.31474
2419,-121.91302,49.31474
2420,-121.70941,49.31474
2421,-121.70646,49.31474
2422,-121.69465,49.31474
2423,-124.89935,49.31179
2424,-124.84918,49.31179
2425,-124.36228,49.31179
2426,-124.35638,49.31179
2427,-124.34457,49.31179
2428,-124.28556,49.31179
2429,-124.26490,49.31179
2430,-123.08748,49.31179
2431,-123.08158,49.31179
2432,-123.07568,49.31179
2433,-123.07273,49.31179
2434,-123.06388,49.31179
2435,-123.05798,49.31179
2436,-123.04912,49.31179
2437,-123.03732,49.31179
2438,-123.02552,49.31179
2439,-123.02256,49.31179
2440,-123.00191,49.31179
2441,-122.98715,49.31179
2442,-122.97830,49.31179
2443,-122.96945,49.31179
2444,-122.96355,49.31179
2445,-122.95174,49.31179
2446,-122.89567,49.31179
2447,-122.80420,49.31179
2448,-122.79829,49.31179
2449,-122.78059,49.31179
2450,-121.80679,49.31179
2451,-121.69465,49.31179
2452,-124.93771,49.30884
2453,-124.48622,49.30884
2454,-124.41245,49.30884
2455,-124.36228,49.30884
2456,-124.34457,49.30884
2457,-124.32097,49.30884
2458,-124.31211,49.30884
2459,-124.27670,49.30884
2460,-124.20588,49.30884
2461,-123.06978,49.30884
2462,-123.06683,49.30884
2463,-123.06388,49.30884
2464,-123.04617,49.30884
2465,-123.03142,49.30884
2466,-123.02552,49.30884
2467,-123.01666,49.30884
2468,-122.98420,49.30884
2469,-122.95469,49.30884
2470,-122.92518,49.30884
2471,-122.85141,49.30884
2472,-122.78649,49.30884
2473,-122.78354,49.30884
2474,-122.77764,49.30884
2475,-122.74518,49.30884
2476,-122.70387,49.30884
2477,-122.70091,49.30884
2478,-122.68321,49.30884
2479,-121.91597,49.30884
2480,-121.91302,49.30884
2481,-121.77138,49.30884
2482,-121.70941,49.30884
2483,-121.70646,49.30884
2484,-121.69465,49.30884
2485,-124.92295,49.30589
2486,-124.66327,49.30589
2487,-124.41245,49.30589
2488,-124.32097,49.30589
2489,-124.27965,49.30589
2490,-124.26490,49.30589
2491,-123.05502,49.30589
2492,-123.03142,49.30589
2493,-122.97240,49.30589
2494,-122.96355,49.30589
2495,-122.96060,49.30589
2496,-122.95469,49.30589
2497,-122.88092,49.30589
2498,-122.87207,49.30589
2499,-122.85731,49.30589
2500,-122.85141,49.30589
2501,-122.84551,49.30589
2502,-122.80420,49.30589
2503,-122.79239,49.30589
2504,-122.78059,49.30589
2505,-122.71862,49.30589
2506,-122.71567,49.30589
2507,-122.58583,49.30589
2508,-121.70941,49.30589
2509,-121.70646,49.30589
2510,-124.59245,49.30294
2511,-124.57770,49.30294
2512,-124.52163,49.30294
2513,-124.34162,49.30294
2514,-124.30916,49.30294
2515,-124.29146,49.30294
2516,-124.22949,49.30294
2517,-124.19408,49.30294
2518,-124.17932,49.30294
2519,-124.17637,49.30294
2520,-123.15536,49.30294
2521,-123.13470,49.30294
2522,-123.01076,49.30294
2523,-122.82780,49.30294
2524,-122.81895,49.30294
2525,-122.81010,49.30294
2526,-122.79534,49.30294
2527,-122.78649,49.30294
2528,-122.78354,49.30294
2529,-122.77469,49.30294
2530,-122.76288,49.30294
2531,-122.65370,49.30294
2532,-122.64485,49.30294
2533,-122.62124,49.30294
2534,-122.58878,49.30294
2535,-121.93368,49.30294
2536,-121.92777,49.30294
2537,-121.85105,49.30294
2538,-121.69465,49.30294
2539,-124.89935,49.29999
2540,-124.82262,49.29999
2541,-124.64852,49.29999
2542,-124.55114,49.29999
2543,-124.49507,49.29999
2544,-124.23244,49.29999
2545,-123.03732,49.29999
2546,-123.02552,49.29999
2547,-122.92223,49.29999
2548,-122.85731,49.29999
2549,-122.83666,49.29999
2550,-122.81305,49.29999
2551,-122.80420,49.29999
2552,-122.79239,49.29999
2553,-122.78354,49.29999
2554,-122.78059,49.29999
2555,-122.63304,49.29999
2556,-121.78023,49.29999
2557,-121.71531,49.29999
2558,-121.70350,49.29999
2559,-124.91115,49.29703
2560,-124.83148,49.29703
2561,-124.50983,49.29703
2562,-124.50688,49.29703
2563,-124.38589,49.29703
2564,-124.24719,49.29703
2565,-124.20293,49.29703
2566,-123.12290,49.29703
2567,-122.85141,49.29703
2568,-122.84846,49.29703
2569,-122.84551,49.29703
2570,-122.83961,49.29703
2571,-122.83371,49.29703
2572,-122.82780,49.29703
2573,-122.81895,49.29703
2574,-122.81305,49.29703
2575,-122.80420,49.29703
2576,-122.78649,49.29703
2577,-122.77469,49.29703
2578,-122.64485,49.29703
2579,-121.94253,49.29703
2580,-121.70055,49.29703
2581,-121.69465,49.29703
2582,-124.92886,49.29408
2583,-124.85508,49.29408
2584,-124.79016,49.29408
2585,-124.77246,49.29408
2586,-124.48032,49.29408
2587,-124.43900,49.29408
2588,-124.34753,49.29408
2589,-124.29146,49.29408
2590,-124.27375,49.29408
2591,-124.26785,49.29408
2592,-124.25605,49.29408
2593,-124.21178,49.29408
2594,-124.18227,49.29408
2595,-124.08489,49.29408
2596,-123.14355,49.29408
2597,-123.13765,49.29408
2598,-122.91338,49.29408
2599,-122.85436,49.29408
2600,-122.84256,49.29408
2601,-122.83075,49.29408
2602,-122.81600,49.29408
2603,-122.80420,49.29408
2604,-122.79534,49.29408
2605,-122.74223,49.29408
2606,-122.68911,49.29408
2607,-122.63895,49.29408
2608,-122.63009,49.29408
2609,-122.49435,49.29408
2610,-121.93368,49.29408
2611,-121.93073,49.29408
2612,-121.86876,49.29408
2613,-121.77433,49.29408
2614,-124.91115,49.29113
2615,-124.87869,49.29113
2616,-124.86394,49.29113
2617,-124.84328,49.29113
2618,-124.46851,49.29113
2619,-124.17932,49.29113
2620,-124.15277,49.29113
2621,-123.14355,49.29113
2622,-123.14060,49.29113
2623,-123.13765,49.29113
2624,-123.13470,49.29113
2625,-123.13175,49.29113
2626,-123.12880,49.29113
2627,-123.12585,49.29113
2628,-123.04617,49.29113
2629,-123.03142,49.29113
2630,-123.01076,49.29113
2631,-122.99306,49.29113
2632,-122.89272,49.29113
2633,-122.84256,49.29113
2634,-122.83961,49.29113
2635,-122.82485,49.29113
2636,-122.81305,49.29113
2637,-122.80420,49.29113
2638,-122.79829,49.29113
2639,-122.79534,49.29113
2640,-122.78059,49.29113
2641,-122.77469,49.29113
2642,-122.76879,49.29113
2643,-122.76583,49.29113
2644,-122.71567,49.29113
2645,-122.65665,49.29113
2646,-121.94253,49.29113
2647,-121.91597,49.29113
2648,-121.78318,49.29113
2649,-124.95837,49.28818
2650,-124.82853,49.28818
2651,-124.76656,49.28818
2652,-124.58360,49.28818
2653,-124.48622,49.28818
2654,-124.27375,49.28818
2655,-124.15572,49.28818
2656,-123.14355,49.28818
2657,-123.14060,49.28818
2658,-123.13765,49.28818
2659,-123.13470,49.28818
2660,-123.13175,49.28818
2661,-123.12880,49.28818
2662,-123.12585,49.28818
2663,-123.12290,49.28818
2664,-123.11994,49.28818
2665,-123.09929,49.28818
2666,-123.06093,49.28818
2667,-123.05798,49.28818
2668,-123.05502,49.28818
2669,-123.05207,49.28818
2670,-123.04912,49.28818
2671,-123.04617,49.28818
2672,-123.02552,49.28818
2673,-123.02256,49.28818
2674,-123.01666,49.28818
2675,-123.01371,49.28818
2676,-122.99010,49.28818
2677,-122.97535,49.28818
2678,-122.89567,49.28818
2679,-122.89272,49.28818
2680,-122.87207,49.28818
2681,-122.83371,49.28818
2682,-122.83075,49.28818
2683,-122.82485,49.28818
2684,-122.81600,49.28818
2685,-122.80715,49.28818
2686,-122.80125,49.28818
2687,-122.79829,49.28818
2688,-122.78944,49.28818
2689,-122.78059,49.28818
2690,-122.77764,49.28818
2691,-122.75993,49.28818
2692,-122.61534,49.28818
2693,-122.48255,49.28818
2694,-121.96023,49.28818
2695,-121.70055,49.28818
2696,-121.69465,49.28818
2697,-124.81672,49.28523
2698,-124.76656,49.28523
2699,-124.43015,49.28523
2700,-124.31507,49.28523
2701,-124.30916,49.28523
2702,-124.28851,49.28523
2703,-124.28556,49.28523
2704,-124.17342,49.28523
2705,-124.15867,49.28523
2706,-123.14355,49.28523
2707,-123.14060,49.28523
2708,-123.13765,49.28523
2709,-123.13470,49.28523
2710,-123.13175,49.28523
2711,-123.12880,49.28523
2712,-123.12585,49.28523
2713,-123.12290,49.28523
2714,-123.11404,49.28523
2715,-123.10519,49.28523
2716,-123.09634,49.28523
2717,-123.08748,49.28523
2718,-123.07273,49.28523
2719,-123.06388,49.28523
2720,-123.06093,49.28523
2721,-123.05798,49.28523
2722,-123.05502,49.28523
2723,-123.03732,49.28523
2724,-123.02552,49.28523
2725,-123.01961,49.28523
2726,-123.01371,49.28523
2727,-123.00781,49.28523
2728,-123.00486,49.28523
2729,-122.99010,49.28523
2730,-122.98715,49.28523
2731,-122.98420,49.28523
2732,-122.98125,49.28523
2733,-122.95469,49.28523
2734,-122.94879,49.28523
2735,-122.88682,49.28523
2736,-122.87502,49.28523
2737,-122.81895,49.28523
2738,-122.80715,49.28523
2739,-122.80125,49.28523
2740,-122.79534,49.28523
2741,-122.78944,49.28523
2742,-122.78649,49.28523
2743,-122.78059,49.28523
2744,-122.76583,49.28523
2745,-122.74813,49.28523
2746,-122.73928,49.28523
2747,-122.33795,49.28523
2748,-121.78318,49.28523
2749,-126.07381,49.28228
2750,-126.05906,49.28228
2751,-125.08525,49.28228
2752,-124.88754,49.28228
2753,-124.87574,49.28228
2754,-124.86689,49.28228
2755,-124.37999,49.28228
2756,-124.34162,49.28228
2757,-124.32687,49.28228
2758,-124.27080,49.28228
2759,-124.20588,49.28228
2760,-124.14391,49.28228
2761,-123.14060,49.28228
2762,-123.13765,49.28228
2763,-123.13470,49.28228
2764,-123.13175,49.28228
2765,-123.12880,49.28228
2766,-123.12585,49.28228
2767,-123.11699,49.28228
2768,-123.11404,49.28228
2769,-123.11109,49.28228
2770,-123.10519,49.28228
2771,-123.10224,49.28228
2772,-123.09929,49.28228
2773,-123.09634,49.28228
2774,-123.09339,49.28228
2775,-123.09044,49.28228
2776,-123.06388,49.28228
2777,-123.06093,49.28228
2778,-123.05798,49.28228
2779,-123.05502,49.28228
2780,-123.04912,49.28228
2781,-123.04617,49.28228
2782,-123.02847,49.28228
2783,-123.02552,49.28228
2784,-123.02256,49.28228
2785,-123.01961,49.28228
2786,-123.01371,49.28228
2787,-123.00781,49.28228
2788,-123.00486,49.28228
2789,-122.99896,49.28228
2790,-122.99306,49.28228
2791,-122.98715,49.28228
2792,-122.98125,49.28228
2793,-122.97535,49.28228
2794,-122.95764,49.28228
2795,-122.93699,49.28228
2796,-122.92223,49.28228
2797,-122.87797,49.28228
2798,-122.86912,49.28228
2799,-122.86321,49.28228
2800,-122.83075,49.28228
2801,-122.82485,49.28228
2802,-122.82190,49.28228
2803,-122.81895,49.28228
2804,-122.81305,49.28228
2805,-122.81010,49.28228
2806,-122.80420,49.28228
2807,-122.78354,49.28228
2808,-122.78059,49.28228
2809,-122.77174,49.28228
2810,-122.75993,49.28228
2811,-122.75403,49.28228
2812,-122.74518,49.28228
2813,-122.73633,49.28228
2814,-122.64190,49.28228
2815,-121.94548,49.28228
2816,-121.73301,49.28228
2817,-121.73006,49.28228
2818,-125.01148,49.27933
2819,-124.96722,49.27933
2820,-124.86984,49.27933
2821,-124.82853,49.27933
2822,-124.79016,49.27933
2823,-124.43605,49.27933
2824,-124.43310,49.27933
2825,-124.40359,49.27933
2826,-124.27670,49.27933
2827,-124.27080,49.27933
2828,-124.25015,49.27933
2829,-124.17932,49.27933
2830,-124.13801,49.27933
2831,-124.13211,49.27933
2832,-123.13765,49.27933
2833,-123.13470,49.27933
2834,-123.13175,49.27933
2835,-123.12880,49.27933
2836,-123.12585,49.27933
2837,-123.12290,49.27933
2838,-123.11994,49.27933
2839,-123.11404,49.27933
2840,-123.10814,49.27933
2841,-123.10519,49.27933
2842,-123.10224,49.27933
2843,-123.09929,49.27933
2844,-123.09634,49.27933
2845,-123.09044,49.27933
2846,-123.08748,49.27933
2847,-123.08453,49.27933
2848,-123.07863,49.27933
2849,-123.07568,49.27933
2850,-123.07273,49.27933
2851,-123.06978,49.27933
2852,-123.06683,49.27933
2853,-123.06093,49.27933
2854,-123.05798,49.27933
2855,-123.05207,49.27933
2856,-123.04912,49.27933
2857,-123.04322,49.27933
2858,-123.03437,49.27933
2859,-123.02847,49.27933
2860,-123.02552,49.27933
2861,-123.02256,49.27933
2862,-123.01961,49.27933
2863,-123.01666,49.27933
2864,-123.01371,49.27933
2865,-123.00781,49.27933
2866,-123.00486,49.27933
2867,-123.00191,49.27933
2868,-122.99601,49.27933
2869,-122.99010,49.27933
2870,-122.98715,49.27933
2871,-122.98125,49.27933
2872,-122.97830,49.27933
2873,-122.96650,49.27933
2874,-122.96060,49.27933
2875,-122.95469,49.27933
2876,-122.94584,49.27933
2877,-122.88387,49.27933
2878,-122.87502,49.27933
2879,-122.84846,49.27933
2880,-122.83371,49.27933
2881,-122.82190,49.27933
2882,-122.81600,49.27933
2883,-122.80420,49.27933
2884,-122.79829,49.27933
2885,-122.78649,49.27933
2886,-122.76583,49.27933
2887,-122.75993,49.27933
2888,-122.75108,49.27933
2889,-122.73633,49.27933
2890,-122.67141,49.27933
2891,-122.62124,49.27933
2892,-122.51501,49.27933
2893,-121.72416,49.27933
2894,-126.05906,49.27638
2895,-125.03509,49.27638
2896,-124.88164,49.27638
2897,-124.44786,49.27638
2898,-124.27080,49.27638
2899,-124.24424,49.27638
2900,-124.16457,49.27638
2901,-123.24978,49.27638
2902,-123.22618,49.27638
2903,-123.14945,49.27638
2904,-123.14355,49.27638
2905,-123.13470,49.27638
2906,-123.13175,49.27638
2907,-123.12880,49.27638
2908,-123.12585,49.27638
2909,-123.12290,49.27638
2910,-123.11994,49.27638
2911,-123.11699,49.27638
2912,-123.11109,49.27638
2913,-123.10224,49.27638
2914,-123.09634,49.27638
2915,-123.09339,49.27638
2916,-123.09044,49.27638
2917,-123.08453,49.27638
2918,-123.07273,49.27638
2919,-123.06683,49.27638
2920,-123.06388,49.27638
2921,-123.06093,49.27638
2922,-123.05502,49.27638
2923,-123.04912,49.27638
2924,-123.04027,49.27638
2925,-123.03732,49.27638
2926,-123.02847,49.27638
2927,-123.01961,49.27638
2928,-123.01371,49.27638
2929,-123.01076,49.27638
2930,-123.00486,49.27638
2931,-122.99601,49.27638
2932,-122.99010,49.27638
2933,-122.98715,49.27638
2934,-122.97535,49.27638
2935,-122.96650,49.27638
2936,-122.95764,49.27638
2937,-122.95174,49.27638
2938,-122.94879,49.27638
2939,-122.93699,49.27638
2940,-122.87797,49.27638
2941,-122.87207,49.27638
2942,-122.84256,49.27638
2943,-122.83666,49.27638
2944,-122.82485,49.27638
2945,-122.79239,49.27638
2946,-122.78649,49.27638
2947,-122.78059,49.27638
2948,-122.76879,49.27638
2949,-122.76288,49.27638
2950,-122.74223,49.27638
2951,-122.64485,49.27638
2952,-122.64190,49.27638
2953,-122.63304,49.27638
2954,-126.05020,49.27343
2955,-124.85508,49.27343
2956,-124.81377,49.27343
2957,-124.79606,49.27343
2958,-124.40359,49.27343
2959,-124.39474,49.27343
2960,-124.38589,49.27343
2961,-124.28261,49.27343
2962,-124.27670,49.27343
2963,-124.23539,49.27343
2964,-124.19703,49.27343
2965,-124.13801,49.27343
2966,-123.24683,49.27343
2967,-123.22323,49.27343
2968,-123.21732,49.27343
2969,-123.20847,49.27343
2970,-123.19667,49.27343
2971,-123.16126,49.27343
2972,-123.15240,49.27343
2973,-123.14945,49.27343
2974,-123.14060,49.27343
2975,-123.12880,49.27343
2976,-123.12585,49.27343
2977,-123.12290,49.27343
2978,-123.11994,49.27343
2979,-123.11699,49.27343
2980,-123.10224,49.27343
2981,-123.08748,49.27343
2982,-123.07273,49.27343
2983,-123.06978,49.27343
2984,-123.06388,49.27343
2985,-123.06093,49.27343
2986,-123.05798,49.27343
2987,-123.05502,49.27343
2988,-123.04912,49.27343
2989,-123.04617,49.27343
2990,-123.04027,49.27343
2991,-123.03437,49.27343
2992,-123.03142,49.27343
2993,-123.02552,49.27343
2994,-123.01961,49.27343
2995,-123.01076,49.27343
2996,-123.00781,49.27343
2997,-123.00486,49.27343
2998,-123.00191,49.27343
2999,-122.99601,49.27343
3000,-122.98420,49.27343
3001,-122.97830,49.27343
3002,-122.96650,49.27343
3003,-122.96060,49.27343
3004,-122.95469,49.27343
3005,-122.94879,49.27343
3006,-122.93994,49.27343
3007,-122.92518,49.27343
3008,-122.88977,49.27343
3009,-122.88387,49.27343
3010,-122.88092,49.27343
3011,-122.87207,49.27343
3012,-122.85436,49.27343
3013,-122.83075,49.27343
3014,-122.81895,49.27343
3015,-122.81600,49.27343
3016,-122.81010,49.27343
3017,-122.80125,49.27343
3018,-122.78354,49.27343
3019,-122.77174,49.27343
3020,-122.76879,49.27343
3021,-122.76583,49.27343
3022,-122.75993,49.27343
3023,-122.75403,49.27343
3024,-122.74813,49.27343
3025,-122.74223,49.27343
3026,-122.73928,49.27343
3027,-122.73633,49.27343
3028,-122.62714,49.27343
3029,-122.59763,49.27343
3030,-122.57698,49.27343
3031,-124.93181,49.27048
3032,-124.92000,49.27048
3033,-124.84033,49.27048
3034,-124.76065,49.27048
3035,-124.33572,49.27048
3036,-124.27965,49.27048
3037,-124.27375,49.27048
3038,-124.26195,49.27048
3039,-124.25605,49.27048
3040,-124.24424,49.27048
3041,-123.21142,49.27048
3042,-123.18782,49.27048
3043,-123.18486,49.27048
3044,-123.18191,49.27048
3045,-123.17896,49.27048
3046,-123.17306,49.27048
3047,-123.17011,49.27048
3048,-123.16716,49.27048
3049,-123.16126,49.27048
3050,-123.15831,49.27048
3051,-123.15536,49.27048
3052,-123.15240,49.27048
3053,-123.14945,49.27048
3054,-123.14060,49.27048
3055,-123.07568,49.27048
3056,-123.07273,49.27048
3057,-123.06978,49.27048
3058,-123.06683,49.27048
3059,-123.06388,49.27048
3060,-123.05798,49.27048
3061,-123.05502,49.27048
3062,-123.05207,49.27048
3063,-123.04617,49.27048
3064,-123.04322,49.27048
3065,-123.03732,49.27048
3066,-123.00781,49.27048
3067,-122.99896,49.27048
3068,-122.99601,49.27048
3069,-122.99010,49.27048
3070,-122.98420,49.27048
3071,-122.97240,49.27048
3072,-122.96650,49.27048
3073,-122.96060,49.27048
3074,-122.95469,49.27048
3075,-122.95174,49.27048
3076,-122.94879,49.27048
3077,-122.93109,49.27048
3078,-122.88387,49.27048
3079,-122.86912,49.27048
3080,-122.86026,49.27048
3081,-122.83075,49.27048
3082,-122.82780,49.27048
3083,-122.82190,49.27048
3084,-122.81010,49.27048
3085,-122.80715,49.27048
3086,-122.79534,49.27048
3087,-122.78649,49.27048
3088,-122.78059,49.27048
3089,-122.77469,49.27048
3090,-122.77174,49.27048
3091,-122.76288,49.27048
3092,-122.75993,49.27048
3093,-122.74518,49.27048
3094,-122.73633,49.27048
3095,-122.72452,49.27048
3096,-122.69501,49.27048
3097,-122.67731,49.27048
3098,-122.65370,49.27048
3099,-122.58878,49.27048
3100,-121.74482,49.27048
3101,-121.71236,49.27048
3102,-124.90820,49.26753
3103,-124.86099,49.26753
3104,-124.83443,49.26753
3105,-124.81967,49.26753
3106,-124.80787,49.26753
3107,-124.79902,49.26753
3108,-124.78721,49.26753
3109,-124.77836,49.26753
3110,-124.76951,49.26753
3111,-124.36523,49.26753
3112,-124.33277,49.26753
3113,-124.22064,49.26753
3114,-124.20293,49.26753
3115,-124.18818,49.26753
3116,-123.25864,49.26753
3117,-123.24978,49.26753
3118,-123.24093,49.26753
3119,-123.23208,49.26753
3120,-123.21437,49.26753
3121,-123.21142,49.26753
3122,-123.20552,49.26753
3123,-123.19667,49.26753
3124,-123.18782,49.26753
