site_id,lon,lat
417,-122.61534,50.30625
418,-121.69465,50.30625
419,-125.91151,50.30330
420,-125.89085,50.30330
421,-122.81010,50.30330
422,-122.67436,50.30330
423,-122.67141,50.30330
424,-125.89381,50.30035
425,-125.90856,50.29739
426,-125.87905,50.29739
427,-122.82485,50.29739
428,-122.81895,50.29739
429,-122.81600,50.29739
430,-125.90856,50.29444
431,-125.87020,50.29149
432,-122.83371,50.29149
433,-121.69465,50.29149
434,-122.84551,50.28854
435,-121.69465,50.28854
436,-125.06165,50.28559
437,-122.84846,50.28559
438,-121.69465,50.28559
439,-125.22690,50.28264
440,-125.06755,50.28264
441,-125.22100,50.27969
442,-122.86026,50.27969
443,-121.69465,50.27969
444,-125.43936,50.27674
445,-121.69465,50.27379
446,-122.86912,50.27084
447,-122.86321,50.27084
448,-121.69465,50.27084
449,-125.09706,50.26789
450,-122.86912,50.26789
451,-121.69465,50.26789
452,-122.86617,50.26198
453,-122.51206,50.26198
454,-121.69465,50.26198
455,-124.95246,50.25903
456,-121.69465,50.25903
457,-121.69465,50.25608
458,-122.86026,50.25313
459,-125.10296,50.24723
460,-121.69465,50.24723
461,-125.34789,50.24428
462,-121.69465,50.24428
463,-125.30657,50.24133
464,-125.12362,50.24133
465,-121.69465,50.24133
466,-125.10591,50.23838
467,-121.69465,50.23838
468,-125.30067,50.23543
469,-121.69465,50.23543
470,-125.12952,50.23247
471,-125.10886,50.23247
472,-125.10001,50.23247
473,-121.69465,50.22657
474,-125.28887,50.22362
475,-125.11476,50.22362
476,-121.69465,50.22362
477,-125.06755,50.22067
478,-121.69465,50.22067
479,-125.15313,50.21772
480,-125.10296,50.21772
481,-124.61311,50.21772
482,-121.69465,50.21772
483,-125.54560,50.21477
484,-125.27411,50.20592
485,-125.08821,50.20592
486,-121.69465,50.20297
487,-125.56035,50.20001
488,-125.08525,50.20001
489,-125.06460,50.20001
490,-124.84623,50.20001
491,-125.09411,50.19706
492,-121.69465,50.19706
493,-125.05575,50.19116
494,-125.12362,50.18821
495,-125.09116,50.18821
496,-121.69465,50.18821
497,-125.33018,50.18526
498,-125.19739,50.18526
499,-125.18854,50.18231
500,-125.15017,50.18231
501,-121.69465,50.17936
502,-125.16493,50.17641
503,-125.18559,50.17346
504,-121.69465,50.17346
505,-125.15903,50.17051
506,-125.10001,50.17051
507,-125.06460,50.16755
508,-123.85472,50.16460
509,-125.37740,50.16165
510,-125.17968,50.16165
511,-125.13837,50.16165
512,-125.12952,50.15870
513,-122.93109,50.15870
514,-122.92813,50.15870
515,-122.96945,50.15575
516,-122.48845,50.15575
517,-121.69465,50.15575
518,-122.96355,50.15280
519,-122.96060,50.15280
520,-122.94879,50.15280
521,-122.96945,50.14985
522,-121.69465,50.14690
523,-122.96650,50.14395
524,-122.96355,50.14395
525,-122.96945,50.14100
526,-122.95174,50.14100
527,-122.94584,50.14100
528,-122.95764,50.13805
529,-122.95174,50.13805
530,-122.96355,50.13509
531,-122.96060,50.13509
532,-121.69465,50.13509
533,-123.12290,50.13214
534,-122.93699,50.13214
535,-122.98420,50.12919
536,-122.96945,50.12919
537,-122.96650,50.12919
538,-122.96060,50.12919
539,-122.94879,50.12919
540,-122.93109,50.12919
541,-125.04099,50.12624
542,-125.02919,50.12624
543,-123.10224,50.12624
544,-122.93109,50.12624
545,-124.92295,50.12329
546,-124.83738,50.12329
547,-122.97535,50.12329
548,-122.95764,50.12329
549,-125.38625,50.12034
550,-125.25346,50.12034
551,-125.23280,50.12034
552,-124.93771,50.12034
553,-124.92295,50.12034
554,-122.94289,50.12034
555,-122.96650,50.11739
556,-122.95469,50.11739
557,-125.37740,50.11444
558,-125.35379,50.11444
559,-125.06165,50.11444
560,-124.94066,50.11444
561,-124.91705,50.11444
562,-123.39438,50.11444
563,-122.98715,50.11444
564,-122.97240,50.11444
565,-122.94289,50.11444
566,-121.69465,50.11444
567,-125.33313,50.11149
568,-125.04689,50.11149
569,-124.90820,50.11149
570,-122.95174,50.11149
571,-122.96355,50.10854
572,-122.94289,50.10854
573,-121.69465,50.10854
574,-125.21805,50.10559
575,-125.02033,50.10559
576,-122.97535,50.10559
577,-121.69465,50.10559
578,-125.26821,50.10263
579,-125.03509,50.10263
580,-125.00263,50.10263
581,-124.99083,50.10263
582,-122.99896,50.10263
583,-122.99306,50.10263
584,-121.69465,50.10263
585,-125.25936,50.09673
586,-125.24756,50.09673
587,-125.21805,50.09673
588,-123.00486,50.09673
589,-122.97830,50.09673
590,-125.20329,50.09378
591,-125.18264,50.09378
592,-124.97902,50.09378
593,-124.90230,50.09378
594,-123.01371,50.09378
595,-122.99306,50.09378
596,-122.98715,50.09378
597,-122.90158,50.09378
598,-121.69465,50.09378
599,-125.24165,50.09083
600,-123.00781,50.09083
601,-124.89935,50.08788
602,-123.03732,50.08788
603,-123.02847,50.08788
604,-123.01076,50.08788
605,-122.99896,50.08788
606,-125.31543,50.08493
607,-125.31248,50.08493
608,-125.23280,50.08493
609,-125.22100,50.08493
610,-125.21214,50.08493
611,-123.03437,50.08493
612,-123.01961,50.08493
613,-123.00486,50.08493
614,-123.00191,50.08493
615,-122.99306,50.08493
616,-123.07273,50.08198
617,-123.04322,50.08198
618,-125.34789,50.07903
619,-125.18854,50.07903
620,-123.08158,50.07903
621,-122.95174,50.07903
622,-125.33313,50.07608
623,-125.31838,50.07608
624,-125.21805,50.07608
625,-125.18264,50.07608
626,-124.97017,50.07608
627,-124.95246,50.07608
628,-124.97607,50.07313
629,-124.96722,50.07313
630,-124.95246,50.07313
631,-125.29477,50.07017
632,-125.21214,50.07017
633,-125.20624,50.07017
634,-125.18264,50.07017
635,-124.98197,50.07017
636,-124.67213,50.07017
637,-125.31838,50.06722
638,-125.28002,50.06722
639,-125.19149,50.06722
640,-124.97017,50.06722
641,-124.88754,50.06722
642,-122.94584,50.06722
643,-121.69465,50.06722
644,-125.32428,50.06427
645,-125.18559,50.06427
646,-124.90230,50.06427
647,-123.10519,50.06427
648,-123.10224,50.06427
649,-125.26821,50.06132
650,-125.23280,50.06132
651,-125.20919,50.06132
652,-124.93476,50.06132
653,-125.35084,50.05837
654,-124.96427,50.05837
655,-125.27116,50.05542
656,-125.21214,50.05542
657,-125.20919,50.05542
658,-125.19739,50.05542
659,-124.98197,50.05542
660,-124.94656,50.05542
661,-123.10224,50.05542
662,-121.69465,50.05542
663,-125.19444,50.05247
664,-125.18854,50.05247
665,-124.95246,50.04952
666,-125.25641,50.04657
667,-125.25346,50.04657
668,-125.22395,50.04657
669,-125.20919,50.04657
670,-125.20034,50.04657
671,-125.17673,50.04657
672,-123.10224,50.04657
673,-121.69465,50.04657
674,-125.30657,50.04362
675,-125.28887,50.04362
676,-125.27706,50.04362
677,-125.25936,50.04362
678,-125.25641,50.04362
679,-125.21510,50.04362
680,-125.18559,50.04362
681,-125.17968,50.04362
682,-124.97607,50.04362
683,-125.30952,50.04067
684,-125.29182,50.04067
685,-125.28297,50.04067
686,-125.27116,50.04067
687,-125.26526,50.04067
688,-125.26231,50.04067
689,-125.20919,50.04067
690,-124.97017,50.04067
691,-123.12290,50.04067
692,-125.35379,50.03771
693,-125.29477,50.03771
694,-125.26231,50.03771
695,-125.25936,50.03771
696,-125.19149,50.03771
697,-124.97902,50.03771
698,-123.12290,50.03771
699,-125.39510,50.03476
700,-125.28592,50.03476
701,-125.26526,50.03476
702,-125.25051,50.03476
703,-125.20034,50.03476
704,-125.19444,50.03476
705,-125.28887,50.03181
706,-125.27706,50.03181
707,-125.18854,50.03181
708,-124.98787,50.03181
709,-123.12290,50.03181
710,-121.69465,50.03181
711,-125.27706,50.02886
712,-125.25936,50.02886
713,-125.18559,50.02886
714,-125.24756,50.02591
715,-125.35379,50.02296
716,-125.29182,50.02296
717,-125.24165,50.02296
718,-125.17968,50.02296
719,-125.35674,50.02001
720,-125.28887,50.02001
721,-125.28297,50.02001
722,-125.27411,50.02001
723,-125.26526,50.02001
724,-125.25641,50.02001
725,-125.24460,50.02001
726,-125.24165,50.02001
727,-125.19444,50.02001
728,-125.35674,50.01706
729,-125.24756,50.01706
730,-125.17968,50.01706
731,-121.69465,50.01706
732,-125.38920,50.01411
733,-125.28887,50.01411
734,-125.25051,50.01411
735,-125.23870,50.01411
736,-125.17378,50.01411
737,-125.15313,50.01411
738,-125.39215,50.01116
739,-125.27116,50.01116
740,-125.25936,50.01116
741,-125.25346,50.01116
742,-125.24165,50.01116
743,-124.72524,50.01116
744,-125.35084,50.00821
745,-125.29477,50.00821
746,-125.25346,50.00821
747,-125.24756,50.00821
748,-125.15903,50.00821
749,-125.29772,50.00525
750,-125.26231,50.00525
751,-125.24460,50.00525
752,-125.23575,50.00525
753,-125.23280,50.00525
754,-124.72819,50.00525
755,-124.70164,50.00525
756,-125.38035,50.00230
757,-125.36559,50.00230
758,-125.35379,50.00230
759,-125.24165,50.00230
760,-125.23870,50.00230
761,-125.16198,50.00230
762,-124.72819,50.00230
763,-123.14060,50.00230
764,-125.58691,49.99935
765,-125.38330,49.99935
766,-125.19444,49.99935
767,-124.93771,49.99935
768,-125.25346,49.99640
769,-125.24460,49.99640
770,-125.23870,49.99640
771,-124.94361,49.99640
772,-124.77836,49.99640
773,-125.35674,49.99345
774,-125.30067,49.99345
775,-125.24756,49.99345
776,-125.23870,49.99345
777,-125.23280,49.99345
778,-124.91410,49.99345
779,-125.24460,49.99050
780,-125.22985,49.99050
781,-124.89935,49.99050
782,-124.71344,49.99050
783,-124.68983,49.99050
784,-125.42166,49.98755
785,-125.24165,49.98755
786,-125.23870,49.98755
787,-125.23575,49.98755
788,-124.94361,49.98755
789,-124.89049,49.98755
790,-121.69465,49.98755
791,-125.24460,49.98460
792,-124.76065,49.98460
793,-124.70754,49.98460
794,-125.23575,49.98165
795,-124.70164,49.98165
796,-121.69465,49.98165
797,-125.57216,49.97870
798,-125.24756,49.97870
799,-125.23870,49.97870
800,-125.22985,49.97870
801,-125.22395,49.97870
802,-124.93181,49.97870
803,-124.51868,49.97870
804,-123.14355,49.97870
805,-125.23870,49.97575
806,-125.23575,49.97575
807,-125.22395,49.97575
808,-124.72819,49.97575
809,-124.70459,49.97575
810,-123.14060,49.97575
811,-123.13470,49.97575
812,-125.23280,49.97279
813,-124.69278,49.97279
814,-121.69465,49.97279
815,-126.11808,49.96984
816,-125.22395,49.96984
817,-125.21805,49.96984
818,-124.72819,49.96984
819,-124.68688,49.96984
820,-125.23870,49.96689
821,-125.23280,49.96689
822,-125.22690,49.96689
823,-124.71934,49.96689
824,-124.52458,49.96689
825,-125.27116,49.96394
826,-125.21214,49.96394
827,-124.90525,49.96394
828,-124.75180,49.96394
829,-124.68098,49.96394
830,-124.67213,49.96394
831,-125.25641,49.96099
832,-125.22690,49.96099
833,-125.21214,49.96099
834,-125.26526,49.95804
835,-125.25936,49.95804
836,-125.22395,49.95804
837,-125.22100,49.95804
838,-125.21510,49.95804
839,-125.21214,49.95804
840,-124.70459,49.95804
841,-125.27706,49.95509
842,-121.69465,49.95509
843,-125.27116,49.95214
844,-125.24460,49.95214
845,-125.22395,49.95214
846,-125.20919,49.95214
847,-125.20919,49.94919
848,-124.69573,49.94919
849,-124.68393,49.94919
850,-125.26526,49.94624
851,-125.26231,49.94624
852,-125.20624,49.94624
853,-125.20329,49.94624
854,-124.69573,49.94624
855,-123.16421,49.94624
856,-124.78131,49.94328
857,-124.68098,49.94328
858,-123.41209,49.94328
859,-123.17011,49.94328
860,-123.05502,49.94328
861,-125.19444,49.94033
862,-124.84623,49.94033
863,-124.80492,49.94033
864,-125.18854,49.93738
865,-123.16716,49.93738
866,-122.41172,49.93738
867,-122.40877,49.93738
868,-124.68688,49.93443
869,-125.21510,49.92853
870,-125.20919,49.92853
871,-125.19739,49.92853
872,-125.64593,49.92558
873,-125.21510,49.92558
874,-125.19149,49.92558
875,-123.29110,49.92558
876,-123.28815,49.92558
877,-125.19444,49.92263
878,-125.18854,49.92263
879,-124.66032,49.92263
880,-124.65147,49.92263
881,-123.19077,49.91968
882,-125.19739,49.91673
883,-124.63967,49.91673
884,-124.61606,49.91673
885,-125.18854,49.91378
886,-124.61901,49.91378
887,-124.62786,49.91082
888,-124.62196,49.91082
889,-125.17673,49.90787
890,-125.18264,49.90492
891,-125.24756,49.90197
892,-124.62491,49.90197
893,-124.56294,49.90197
894,-123.29110,49.90197
895,-125.25346,49.89902
896,-125.16493,49.89902
897,-124.60721,49.89902
898,-124.56589,49.89902
899,-123.21437,49.89902
900,-125.26821,49.89607
901,-125.25051,49.89607
902,-125.24165,49.89607
903,-124.55114,49.89607
904,-123.27044,49.89607
905,-125.64888,49.89312
906,-125.26821,49.89312
907,-125.24165,49.89312
908,-123.28815,49.89312
909,-123.15831,49.89312
910,-125.22985,49.89017
911,-125.14132,49.89017
912,-124.55704,49.89017
913,-124.54819,49.89017
914,-123.25864,49.89017
915,-125.21214,49.88722
916,-123.24093,49.88722
917,-124.55999,49.88427
918,-124.54229,49.88427
919,-124.53638,49.88427
920,-123.26159,49.88427
921,-125.28002,49.88132
922,-125.23575,49.88132
923,-125.20034,49.88132
924,-125.13542,49.88132
925,-125.12952,49.88132
926,-123.23208,49.88132
927,-125.27706,49.87836
928,-125.22690,49.87836
929,-125.21214,49.87836
930,-125.20034,49.87836
931,-125.13837,49.87836
932,-124.55409,49.87836
933,-124.54524,49.87836
934,-123.18191,49.87836
935,-123.17896,49.87836
936,-124.54819,49.87541
937,-124.51573,49.87541
938,-124.46851,49.87541
939,-123.24093,49.87541
940,-123.23208,49.87541
941,-124.52163,49.87246
942,-124.49802,49.87246
943,-123.18191,49.87246
944,-123.17896,49.87246
945,-124.55114,49.86951
946,-124.54819,49.86951
947,-124.53638,49.86951
948,-124.49802,49.86951
949,-125.64593,49.86656
950,-125.21510,49.86656
951,-125.18559,49.86656
952,-124.52163,49.86656
953,-124.48622,49.86656
954,-123.17306,49.86656
955,-125.54560,49.86361
956,-125.18264,49.86361
957,-124.54229,49.86361
958,-124.52458,49.86361
959,-124.50392,49.86361
960,-124.50097,49.86361
961,-125.18559,49.86066
962,-124.50097,49.86066
963,-123.17011,49.86066
964,-123.14060,49.86066
965,-125.62527,49.85771
966,-125.20034,49.85771
967,-125.15017,49.85771
968,-125.12067,49.85771
969,-124.50688,49.85771
970,-125.17673,49.85181
971,-125.17083,49.85181
972,-125.10001,49.85181
973,-125.17378,49.84886
974,-125.17083,49.84886
975,-124.52753,49.84886
976,-124.51868,49.84886
977,-125.17083,49.84590
978,-125.15017,49.84590
979,-124.53048,49.84590
980,-124.49212,49.84590
981,-124.29146,49.84590
982,-123.16716,49.84590
983,-125.17083,49.84295
984,-124.52163,49.84295
985,-124.51573,49.84295
986,-124.50983,49.84295
987,-124.50392,49.84295
988,-124.52753,49.84000
989,-123.16126,49.84000
990,-123.15536,49.84000
991,-125.61642,49.83705
992,-123.87538,49.83705
993,-125.16198,49.83410
994,-125.05870,49.83410
995,-124.51868,49.83410
996,-124.50097,49.83410
997,-125.62527,49.83115
998,-124.51278,49.83115
999,-123.19077,49.83115
1000,-124.52163,49.82820
1001,-125.16198,49.82525
1002,-125.05575,49.82525
1003,-125.04984,49.82525
1004,-124.52458,49.82525
1005,-124.51278,49.82525
1006,-123.88718,49.82525
1007,-124.51868,49.82230
1008,-124.50983,49.82230
1009,-124.50688,49.82230
1010,-124.49802,49.82230
1011,-124.48032,49.82230
1012,-125.10886,49.81935
1013,-125.03509,49.81935
1014,-124.52163,49.81935
1015,-124.50688,49.81935
1016,-123.15536,49.81935
1017,-125.14722,49.81640
1018,-125.05279,49.81640
1019,-125.03804,49.81640
1020,-124.51868,49.81640
1021,-124.50392,49.81640
1022,-123.19667,49.81344
1023,-123.17306,49.81344
1024,-123.15240,49.81344
1025,-123.14945,49.81344
1026,-126.07381,49.81049
1027,-125.11476,49.81049
1028,-125.05870,49.81049
1029,-124.52163,49.81049
1030,-124.51573,49.81049
1031,-124.49212,49.81049
1032,-123.19962,49.81049
1033,-125.07050,49.80754
1034,-124.48622,49.80754
1035,-123.15536,49.80754
1036,-123.09929,49.80754
1037,-123.09339,49.80754
1038,-124.51868,49.80459
1039,-124.35638,49.80459
1040,-123.10519,49.80459
1041,-125.12952,49.80164
1042,-125.11771,49.80164
1043,-125.02919,49.80164
1044,-124.60721,49.80164
1045,-124.47146,49.80164
1046,-123.16126,49.80164
1047,-123.15240,49.80164
1048,-125.21805,49.79869
1049,-125.04984,49.79574
1050,-124.32982,49.79574
1051,-123.15536,49.79574
1052,-125.01443,49.79279
1053,-124.62196,49.79279
1054,-124.34162,49.79279
1055,-124.33572,49.79279
1056,-123.16126,49.79279
1057,-125.22690,49.78984
1058,-125.04394,49.78984
1059,-124.36523,49.78984
1060,-125.13542,49.78689
1061,-125.12067,49.78689
1062,-124.45376,49.78689
1063,-124.39179,49.78689
1064,-124.35048,49.78689
1065,-123.11994,49.78689
1066,-126.05316,49.78394
1067,-125.13837,49.78394
1068,-125.09706,49.78394
