lon,lat,vs30
-117.5182003,49.45376961,601.2140503
-117.4837962,49.4572262,489.0043335
-117.4678589,49.46840681,333.8208923
-117.5171251,49.45728846,692.1829224
-117.2545575,49.14583479,434.1855774
-117.1364801,49.14564952,661.3301392
-117.2202744,49.28893785,433.1123962
-117.2209999,49.25355967,422.3851318
-117.2167927,49.28448168,610.8868408
-117.2541545,49.14555897,560.1353149
-117.2035898,49.29317884,900
-117.2006656,49.272871,900
-117.2506494,49.23100929,524.3262329
-117.2285211,49.31544903,900
-117.2021729,49.27741043,900
-117.2556713,49.21478147,469.0749512
-115.7920051,50.6167069,497.9057617
-115.7595908,50.17098826,900
-115.945682,50.46563953,519.6276855
-115.7555832,50.08423636,363.3139648
-115.7996965,50.60137806,543.6022339
-115.8029777,50.60787583,286.9812927
-116.0064479,50.54535137,467.7129517
-115.8614869,50.19929146,600
-115.8560504,50.31610124,626.6583862
-115.9925216,50.51080866,428.12854
-115.9736431,50.49492306,484.0068665
-115.4589909,50.15190621,580.1969604
-115.7979408,50.60313603,543.6022339
-115.6942918,50.24660673,387.5503845
-115.8677459,50.47845807,900
-115.9323739,50.45006846,408.8340149
-115.8736754,50.31274158,377.5350342
-115.7755417,50.12257321,745.2387085
-115.9510894,50.46182748,509.9237976
-115.8033706,50.16201413,600.9005737
-115.8780041,50.40524483,651.8372192
-115.8059615,50.60665199,534.1577759
-115.8220323,50.19398964,900
-115.8289895,50.19919377,900
-115.6915502,50.2443104,384.2519226
-115.8654062,50.32089404,404.2674561
-115.787209,50.58188175,465.8314819
-115.4619537,50.15805344,446.8369141
-115.8692801,50.31933373,363.5161743
-115.7546107,50.17062411,276.1341248
-115.9458948,50.47849176,547.305603
-115.7521256,50.03734452,409.847168
-115.8697748,50.31885395,363.5161743
-115.8555356,50.17602104,600
-115.8705534,50.31825208,363.5161743
-115.4190073,50.158485,553.1577148
-115.9268173,50.44996841,433.9865112
-115.8651244,50.20878651,600
-115.9564399,50.48745847,699.5844116
-115.9878068,50.50072519,369.1502686
-115.8609958,50.31813215,626.6583862
-115.7521069,50.03869756,254.5420227
-115.7553009,50.08217609,363.3139648
-115.9838032,50.51603965,571.3380127
-115.8701641,50.31855301,363.5161743
-115.7808439,50.57788136,624.7181396
-115.6947254,50.24470147,384.2519226
-115.8551402,50.17266653,600
-115.7996695,50.14671378,330.7328796
-115.889874,50.29742757,623.2858887
-115.8534559,50.18757267,600
-115.8726854,50.24273071,600
-115.8002776,50.14755712,330.7328796
-115.8802619,50.28695709,600
-115.8195149,50.61059531,664.2355957
-115.9865943,50.53638331,665.8295898
-115.9029539,50.50030866,721.0218506
-115.8701772,50.22424631,600
-115.8545283,50.1683193,603.1015015
-115.8223319,50.19223215,900
-115.8173121,50.1823552,900
-115.8134672,50.15532501,289.5258179
-115.8073689,50.14663911,273.8696289
-115.8539577,50.16995298,600
-115.845694,50.16197068,630.1130371
-116.3004601,50.47150854,900
-115.8823936,50.34221928,507.8127136
-116.1096336,50.53474615,414.7733459
-115.8701822,50.33085148,452.5327454
-115.8804242,50.24926957,600
-115.9751686,50.43426496,494.3770447
-116.0304163,50.46574613,489.1915588
-116.0881342,50.47268945,490.7395325
-115.9929257,50.43782461,612.2168579
-116.0241897,50.17282425,900
-116.0680423,50.47369335,384.2311401
-115.7245091,49.74295644,350.1916809
-115.6572958,49.99110134,479.261322
-115.6956727,49.70317993,567.3700562
-115.7005123,49.70916338,560.6541748
-115.6718303,49.95767743,233.4391632
-115.6551786,49.98919227,479.261322
-115.7302397,49.84381423,263.2993774
-115.702102,49.71109758,560.6541748
-115.6608404,49.99243662,479.261322
-115.6731997,49.96209813,233.4391632
-115.6908344,49.69719622,567.3700562
-115.7162136,49.72851753,466.467865
-115.7082569,49.83387495,408.5717773
-115.7336823,49.84443792,263.2993774
-115.7117856,49.72306356,491.849762
-115.7178033,49.73045074,481.4595642
-115.6900044,49.69613867,567.3700562
-115.7233462,49.74073304,350.1916809
-115.7353067,49.90032233,353.9032593
-115.6228057,49.82309175,575.8123779
-115.7191236,49.7461938,510.381958
-115.6370012,49.72748485,900
-115.7249114,49.7437577,350.1916809
-115.7194125,49.73308178,481.4595642
-115.7143819,49.8277205,418.4429016
-115.7221397,49.73832925,350.1916809
-115.6469847,49.93729433,292.8978882
-115.7073585,49.71760939,499.6285706
-115.7065278,49.716552,499.6285706
-115.6884157,49.69420427,449.2537231
-115.5701482,49.66707064,900
-115.6399723,49.67490409,411.1007996
-115.3631245,49.49239687,599.5671387
-115.421365,49.44504868,530.7852783
-115.6893522,49.59581567,408.7900696
-115.8548177,50.1707678,603.1015015
-116.1043378,50.50828465,568.480896
-115.8722495,50.3293432,325.8910522
-116.4182639,50.34238205,613.4547119
-116.0813093,50.51524537,399.770752
-115.8002136,50.14652948,330.7328796
-115.8068605,50.1391171,377.8247986
-115.8714693,50.33993766,235.7758179
-115.7959077,50.13282898,464.3319092
-115.8566523,50.18493434,600
-115.756209,50.08415797,363.3139648
-116.2375078,50.45764332,522.6069946
-115.8055136,50.03369317,873.1517334
-116.1063848,50.50095452,517.072998
-115.8470144,50.1616956,669.9012451
-115.8895672,50.27848748,618.7456055
-116.0294714,50.11165394,568.6295776
-115.959325,50.13726794,684.6148071
-115.778278,50.12146163,745.2387085
-115.8755366,50.31497679,377.5350342
-116.0258086,50.11586024,395.024292
-116.0180861,50.20897325,776.590271
-116.0942094,50.46816635,435.2964478
-115.889218,50.2869227,660.6293335
-115.9034034,50.31012668,594.6554565
-115.8897104,50.33581382,592.9318848
-115.9824841,50.08996855,741.8140259
-115.8899397,50.27963647,660.6293335
-116.0632993,50.52631243,499.8585205
-116.1589406,50.49901304,701.8444824
-116.0818895,50.48048879,493.5578308
-116.0116719,50.12394426,350.312561
-115.9707112,50.43045355,297.6170959
-115.8719593,50.34501557,235.7758179
-116.0143897,50.20342972,345.4539795
-115.8662582,50.19900331,600
-116.4252416,50.33974956,900
-115.9778033,50.07974526,900
-115.8894887,50.29052126,689.9592896
-115.8686267,50.33583409,452.5327454
-116.4057463,50.34945221,611.8109741
-115.970023,50.38831482,410.5674133
-116.1741485,50.0139882,900
-115.9878068,50.31018773,588.668335
-115.8694764,50.33356826,452.5327454
-116.0987651,50.51993111,424.4943848
-115.867529,50.33622437,452.5327454
-116.1188975,50.53027096,404.4343872
-116.037685,50.46595725,401.3417358
-116.0831041,50.47740304,529.9371948
-116.0922972,50.52617935,393.2770386
-116.0383706,50.5359972,196.4828644
-115.8603771,50.18143319,600
-115.7123395,49.72277869,491.849762
-115.781894,49.93181674,533.5412598
-115.7703055,49.91210999,394.8610535
-115.7603564,49.77271896,471.768158
-115.7350174,49.89664046,353.9032593
-115.7862511,49.77992446,476.8383789
-115.7583257,49.68250024,375.2315369
-115.7861216,49.94973724,238.7617188
-115.8097155,49.90328318,375.7574768
-115.7686615,49.92003194,442.8547668
-115.8933488,49.70408804,370.8334045
-115.7388482,49.91112085,398.0076599
-115.7888102,49.95167463,594.3067627
-115.780689,49.9271105,498.8554077
-115.766703,49.78671124,483.9975586
-115.777477,49.80075534,498.8782654
-115.7392571,49.84482164,325.2877197
-115.751858,49.83647779,291.9992981
-115.8082422,49.92595254,728.6098022
-115.7863637,49.72918012,322.5943604
-115.7976812,49.95296157,743.2734985
-115.6911792,49.6966326,567.3700562
-115.7368047,49.77102568,403.0013428
-115.8782842,49.79693103,472.2654724
-115.796486,49.93141278,414.9961853
-115.7726387,49.80323287,498.8782654
-115.7556112,49.76336897,536.0516968
-115.7717139,49.81228621,501.6564331
-115.7650333,49.82619551,409.7331848
-115.8724083,49.70005854,400.9215698
-115.7876221,49.90747918,297.818634
-115.8099634,49.90708058,504.2872925
-115.7262882,49.86800861,376.7575378
-115.7375441,49.76184203,298.9931335
-115.7363612,49.89982121,353.9032593
-115.7979459,49.95067618,743.2734985
-115.6753271,49.67453909,537.5948486
-115.8892425,49.72581544,509.3659363
-115.768821,49.8161472,393.0366821
-115.8307135,49.70763397,402.6556396
-115.7099189,49.71978488,499.6285706
-115.735638,49.91336545,509.2568665
-115.6982325,49.70535353,560.6541748
-115.7630619,49.91558899,442.8547668
-115.727657,49.72065186,515.237854
-115.7383592,49.73557788,561.7069092
-115.7050788,49.71379703,499.6285706
-115.8748035,49.78733534,511.2988281
-115.7831395,49.92605995,498.8554077
-115.730519,49.72210362,585.2156982
-115.7028612,49.71106451,560.6541748
-115.8100897,49.70525522,356.2061768
-115.8205119,49.75101956,288.7228699
-115.7382901,49.91411207,456.630188
-115.7690514,49.92029856,442.8547668
-115.8009115,49.69862905,341.2677612
-115.8885731,49.69706157,370.8334045
-115.7861725,49.94771402,238.7617188
-115.7166292,49.72904618,466.467865
-115.7280875,49.74998507,418.0745544
-115.7383068,49.91962782,456.630188
-115.7229081,49.86870209,376.7575378
-115.729698,49.75318838,224.0795593
-115.7400556,49.92017933,456.630188
-115.6888306,49.69473305,449.2537231
-115.7098399,49.75128752,534.600708
-115.6660796,49.96455288,498.7409058
-115.7142072,49.72605491,466.467865
-115.666223,49.68906596,393.5794678
-115.6614801,49.98165544,654.2731323
-115.7324731,49.75861374,362.3304138
-115.6610906,49.98412936,654.2731323
-115.7440008,49.80272796,395.9969177
-115.7205749,49.73530453,481.4595642
-115.6936684,49.70071687,567.3700562
-115.6722404,49.98239443,530.527832
-115.7383995,49.83975183,325.2877197
-115.726389,49.7475661,418.0745544
-115.7217375,49.73752798,350.1916809
-115.7241507,49.74233556,350.1916809
-115.628697,49.81880729,861.0587769
-115.7253136,49.74455896,350.1916809
-115.7352884,49.84078444,263.2993774
-115.7285031,49.75137634,418.0745544
-115.6980923,49.70617169,560.6541748
-115.7024085,49.82766614,340.2409363
-115.7113701,49.72253489,491.849762
-115.7025172,49.7116263,560.6541748
-115.6664535,49.99400734,548.5857544
-115.6996819,49.70810592,560.6541748
-115.7164792,49.73756761,479.9433289
-115.6482115,49.9154515,805.6283569
-115.5197336,50.04526869,812.4706421
-115.7182015,49.73098935,481.4595642
-115.7480697,49.83146277,291.9992981
-115.7188606,49.84504838,567.6721802
-115.6952576,49.70265118,567.3700562
-115.722945,49.75081605,418.0745544
-115.6625892,49.97801176,463.0553894
-115.6778563,49.83695715,625.5601807
-115.7097796,49.72060085,499.6285706
-115.7216695,49.84685593,375.2114258
-115.6972621,49.70511421,560.6541748
-115.7049377,49.71461788,499.6285706
-115.6710959,49.67785424,537.5948486
-115.7197706,49.73370196,481.4595642
-115.7358592,49.90465858,408.0726318
-115.6780934,49.94891939,417.1845703
-115.7276849,49.74918424,418.0745544
-115.6928384,49.69965935,567.3700562
-115.7738862,49.79940379,498.8782654
-115.6331602,49.8488622,900
-115.6809371,49.94939092,284.4978943
-115.712201,49.72359224,491.849762
-115.6619036,49.98213927,654.2731323
-115.7466481,49.80970746,317.2953186
-115.7190036,49.73230879,481.4595642
-115.6584353,49.98977048,479.261322
-115.7543571,49.82777496,269.4109497
-115.7323402,49.90150575,353.9032593
-115.722944,49.73993178,350.1916809
-115.6233734,49.82861416,575.8123779
-115.7069432,49.7170807,499.6285706
-115.720977,49.7361058,247.7121429
-115.7304595,49.75460966,362.3304138
-115.7169735,49.72939415,481.4595642
-115.6070341,49.77348104,900
-115.7225418,49.73913051,350.1916809
-115.7300568,49.75380884,224.0795593
-115.7201727,49.73450325,481.4595642
-115.7257598,49.74554062,350.1916809
-115.7157981,49.72798887,466.467865
-115.7153826,49.72746021,466.467865
-115.7329423,49.89723275,353.9032593
-115.7229086,49.85945249,299.2514038
-115.6924233,49.69913059,567.3700562
-115.7374747,49.91895808,509.2568665
-115.7173891,49.72992281,481.4595642
-115.6948425,49.70212243,567.3700562
-115.7016868,49.71056886,560.6541748
-115.6870996,49.77732476,578.0927734
-115.731112,49.89837616,353.9032593
-115.7374538,49.90353457,353.9032593
-115.7000971,49.70863465,560.6541748
-115.4797611,49.53129844,492.1840515
-115.227549,49.65496409,394.7611084
-115.3812596,49.49501665,491.7931213
-115.5736794,49.56920525,531.9335327
-115.615688,49.62647229,464.8152771
-115.4053623,49.41584114,548.7841187
-115.560748,49.61760324,509.3351135
-115.5959115,49.65509429,377.3511353
-115.6077316,49.63492053,410.482666
-115.5723756,49.62074768,432.3075867
-115.5480975,49.4852978,378.1165771
-115.4401827,49.43345576,500.5244446
-115.4468535,49.46823953,361.833252
-115.437856,49.40774557,387.5588379
-115.46415,49.50735435,508.5516968
-115.3549792,49.48933303,586.4943237
-115.6251861,49.60874629,353.5511169
-115.6364172,49.64763056,431.0930481
-115.479442,49.46802126,597.9591064
-115.5538281,49.48904267,291.1040039
-115.6287837,49.57063324,279.2543945
-115.4349043,49.50520092,900
-115.6190872,49.52725608,418.5704041
-115.7077698,49.59742396,477.4156799
-115.5709048,49.55853406,546.8322144
-115.5724014,49.66508943,545.0859985
-115.5970811,49.50886193,476.3210754
-115.4648373,49.51875207,303.3292847
-115.5707314,49.6656596,900
-115.5341495,49.49026629,561.6434937
-115.2259751,49.65688966,394.7611084
-115.4375211,49.39580962,422.7784729
-115.4616701,49.47255849,506.203064
-115.6638322,49.65331946,487.6235962
-115.5590798,49.58412324,366.1808167
-115.6668946,49.67721237,522.8251953
-115.3184583,49.42534608,448.3960266
-115.6457667,49.55044791,298.1352844
-115.5427692,49.49617659,581.9291382
-115.4624052,49.50105168,594.9329834
-115.5331942,49.49885772,412.3463745
-115.589818,49.71997529,900
-115.5878667,49.60147084,425.1280518
-115.6485929,49.64828527,368.9705811
-115.540662,49.5998427,526.1873169
-115.4806954,49.54087023,386.6203918
-115.6026138,49.51882041,359.7157898
-115.4516971,49.4934705,432.9385681
-115.3986024,49.41652357,616.6226807
-115.5741015,49.58298305,606.3959351
-115.5288271,49.47649642,559.0102539
-115.5810904,49.50205832,403.3636169
-115.5465204,49.48909174,291.1040039
-115.5305822,49.49185401,561.6434937
-115.6549957,49.65526135,440.3648987
-115.4083387,49.41538622,548.7841187
-115.3792161,49.39976399,383.8270874
-115.6149933,49.57599267,594.1607666
-115.644145,49.60658532,356.6303711
-115.4330002,49.43702813,473.8939209
-115.2240921,49.65487643,394.7611084
-115.6848575,49.59307728,309.5972595
-115.5769448,49.58930354,552.5057983
-115.7016306,49.60695114,393.2216797
-115.5549864,49.56944725,478.4932251
-115.4259208,49.42628381,404.7392883
-115.6870816,49.594758,309.5972595
-115.6149498,49.52507453,418.5704041
-115.6853131,49.59332927,309.5972595
-115.6062812,49.61057106,517.524231
-115.6123163,49.62640682,379.2862549
-115.6021204,49.66397175,730.1591187
-115.4871792,49.43299788,634.8373413
-115.6496302,49.6302525,459.1791077
-115.4309844,49.45437403,599.1392212
-115.6845096,49.59217433,309.5972595
-115.4503535,49.42344984,368.9147644
-115.4622504,49.46164712,585.3457031
-115.5008448,49.56330644,289.6159973
-115.4330986,49.44220694,415.3292542
-115.6224743,49.64325954,426.3728638
-115.6142269,49.5247474,418.5704041
-115.3587273,49.47047749,900
-115.4768826,49.47618249,509.4521179
-115.3634891,49.49444575,599.5671387
-115.5454771,49.52611811,604.8525391
-115.6181636,49.61942007,513.4142456
-115.6023797,49.66802754,730.1591187
-115.6214999,49.52864384,600.3043823
-115.4710136,49.54192868,497.9785156
-115.6686228,49.58528786,216.4524384
-115.5727739,49.66999109,545.0859985
-115.5849244,49.59288045,499.8902893
-115.6264551,49.61818848,445.3435974
-115.6844016,49.59282523,309.5972595
-115.7916564,49.67328907,317.7419434
-115.6367365,49.61823162,387.5346375
-115.6810679,49.63603286,358.9433899
-115.7827076,49.63288164,422.1833496
-115.6348475,49.61952098,387.5346375
-115.6993402,49.6222578,484.7917786
-115.7424525,49.59434898,452.7487793
-115.7827789,49.62607492,378.7331848
-115.7139908,49.60957045,510.2778015
-115.7832362,49.66230819,366.7006226
-115.783816,49.61105988,387.1786194
-115.7833769,49.62555899,378.7331848
-115.9192446,49.66759124,471.2039795
-115.8884953,49.6966619,370.8334045
-115.8965638,49.61282792,467.0332336
-115.8941062,49.61940936,398.4464722
-115.9182236,49.69507401,435.9061279
-115.8740678,49.69649991,400.9215698
-115.9025117,49.65903598,268.8167419
-115.913454,49.66087772,362.5103455
-115.8804102,49.60626949,400.2951965
-115.9129608,49.65657489,362.5103455
-115.9482948,49.63783142,503.12854
-115.9332327,49.63909716,453.1561279
-115.9333053,49.62350907,502.0354919
-115.9880623,49.63326967,539.3042603
-115.9802716,49.63072252,504.9144897
-116.0071196,49.6331682,610.1654663
-115.9694772,49.6284512,531.0598145
-115.9759443,49.63151531,533.0386963
-115.9541154,49.63133424,512.4469604
-115.9949698,49.63169256,539.3042603
-115.9779464,49.63076768,533.0386963
-115.9898627,49.63550717,539.3042603
-115.9832622,49.632684,504.9144897
-115.9690163,49.64209439,507.9562378
-115.9700911,49.64314717,507.9562378
-115.9717546,49.64518332,522.6599731
-115.960864,49.64325595,538.4614258
-115.9673127,49.6594311,424.4252625
-115.9700527,49.64548706,507.9562378
-115.9489981,49.64784344,421.9881287
-115.9591369,49.68715582,548.1547852
-115.9293779,49.66603735,532.3043823
-115.9333621,49.64717661,364.5509644
-115.919333,49.66579774,471.2039795
-115.9311346,49.65110366,364.5509644
-115.9388333,49.65552659,455.1953125
-115.9649537,49.67061571,549.015625
-115.9530053,49.68645732,562.5108032
-115.9236704,49.66096645,360.7315369
-115.9273555,49.6570398,360.7315369
-115.954189,49.64440863,538.4614258
-115.9293356,49.64144198,453.1561279
-115.9470486,49.687118,562.5108032
-115.9513669,49.68736255,562.5108032
-115.9604834,49.65161284,414.3914795
-115.9174006,49.65849315,362.5103455
-115.9381364,49.66358096,604.7407837
-115.9703488,49.66599148,549.015625
-115.9782878,49.67088401,472.7302856
-115.98914,49.67258662,702.2047119
-116.021572,49.68071482,900
-115.9980464,49.63522985,571.4489136
-115.9742386,49.64184781,522.6599731
-116.0066936,49.6972238,601.7785034
-115.9723593,49.64494683,522.6599731
-115.9967135,49.68267739,673.0809326
-115.9898313,49.63590971,539.3042603
-116.0311704,49.67842862,612.3219604
-115.996455,49.67216269,818.4101563
-115.9805953,49.6354663,504.9144897
-116.0044855,49.7054583,701.0123901
-115.9781131,49.6359813,533.0386963
-115.9804704,49.67693617,565.8269653
-115.9851115,49.68301371,525.6154175
-115.9899687,49.68914971,514.6312866
-115.9771921,49.69198649,478.0317993
-115.9753069,49.69660381,505.0608826
-116.0358198,49.71618107,565.1725464
-116.0591234,49.62865065,619.5466309
-115.9907682,49.63273795,539.3042603
-116.008976,49.70491273,701.0123901
-115.8806245,49.60449571,400.2951965
-115.9429084,49.69405301,481.6420898
-115.9859319,49.63137553,504.9144897
-115.9412298,49.62299354,439.8091736
-115.9884844,49.63240702,539.3042603
-116.1680425,49.6089379,546.4216919
-115.9078294,49.59533359,445.8328552
-115.98736,49.63206708,504.9144897
-115.9197354,49.59518989,446.3354797
-116.1616231,49.61361269,900
-116.0093356,49.69594742,601.7785034
-116.173034,49.61180466,558.6099243
-116.1329792,49.61772375,528.3980103
-115.9345016,49.62276382,502.0354919
-116.0180436,49.63236807,606.1481934
-116.0350008,49.63408454,580.2824097
-116.1206627,49.62240586,631.3032227
-116.0146961,49.63030963,606.1481934
-115.9765479,49.63025339,533.0386963
